 TIME                    	Tair                     	Tsky                     	I                        	Ib                       	Id                       	It                       	Vent                     	humidity                 	
  +2.4070000000000000E+03	  +7.5500000000000007E+00	  -6.4278599702270753E+00	  +3.8880000000000001E+02	  +8.4668926821123691E+01	  +3.0413107317887631E+02	  +3.4166440626598364E+02	  +3.4000000000000004E+00	  +7.7500000000000000E+01	
  +2.4080000000000000E+03	  +9.0999999999999996E+00	  -4.0124582460805982E+00	  +9.0720000000000005E+02	  +3.6224910281395120E+02	  +5.4495089718604891E+02	  +9.2123704384883547E+02	  +2.9000000000000004E+00	  +7.1500000000000000E+01	
  +2.4090000000000000E+03	  +1.1400000000000000E+01	  -4.9025891029412492E+00	  +1.9008000000000000E+03	  +1.3178924775059213E+03	  +5.8290752249407865E+02	  +2.2158611295655487E+03	  +2.6000000000000001E+00	  +6.3000000000000000E+01	
  +2.4100000000000000E+03	  +1.3750000000000000E+01	  -3.7958015710819382E+00	  +2.0232000000000000E+03	  +1.1651704220758954E+03	  +8.5802957792410461E+02	  +2.3667482941688722E+03	  +2.3500000000000001E+00	  +5.5000000000000000E+01	
  +2.4110000000000000E+03	  +1.5350000000000001E+01	  +7.5911175975858214E-01	  +2.1168000000000002E+03	  +9.2596674435320267E+02	  +1.1908332556467976E+03	  +2.4011448590418963E+03	  +2.4500000000000002E+00	  +4.9500000000000000E+01	
  +2.4120000000000000E+03	  +1.6650000000000002E+01	  +1.9129939247736161E+00	  +2.4228000000000002E+03	  +1.3694641932546501E+03	  +1.0533358067453501E+03	  +2.8884583501937877E+03	  +3.2000000000000002E+00	  +4.5000000000000000E+01	
  +2.4130000000000000E+03	  +1.7750000000000000E+01	  +1.8474667264611639E+00	  +2.4192000000000003E+03	  +1.3891703580057624E+03	  +1.0300296419942379E+03	  +2.8904970684316650E+03	  +3.7500000000000000E+00	  +4.1500000000000000E+01	
  +2.4140000000000000E+03	  +1.8650000000000002E+01	  +5.5528198980266552E-01	  +2.6675999999999999E+03	  +1.9893555261614508E+03	  +6.7824447383854908E+02	  +3.3106695437633025E+03	  +3.3500000000000001E+00	  +3.8500000000000000E+01	
  +2.4150000000000000E+03	  +1.9250000000000000E+01	  +1.4929031340955135E-01	  +2.0520000000000000E+03	  +1.3759521607977435E+03	  +6.7604783920225645E+02	  +2.4493159347455598E+03	  +2.6500000000000004E+00	  +3.7000000000000000E+01	
  +2.4160000000000000E+03	  +1.9300000000000001E+01	  -6.9189470717560653E-01	  +1.6092000000000000E+03	  +1.1555242641555442E+03	  +4.5367573584445586E+02	  +1.8615146427025340E+03	  +2.2000000000000002E+00	  +3.7000000000000000E+01	
  +2.4170000000000000E+03	  +1.8750000000000000E+01	  -9.2172140248874257E-01	  +9.5400000000000000E+02	  +5.5594866594380039E+02	  +3.9805133405619961E+02	  +9.8567021103976163E+02	  +1.8000000000000000E+00	  +3.8000000000000000E+01	
